operador,cnpj,operator_source_status,presenca_local,cluster_id,cluster_descricao,itens_pe39,participacao_pe39,classificacao_processual,produto_equivalente,escala_estoque,prazo_logistica,habilitacao,preco_entregue,resultado_conversao,barreira_observada,nota
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T04,"PP 2x2,5mm 1kV",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T05,PP 4x10mm 1kV,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T06,multiplex 4x16mm² 1kV alumínio,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T07,flexível Cu 6mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T08,flexível Cu 10mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Vieira,11.263.905/0001-70,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T09,flexível Cu 25mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T01,"plastichumbo Cu 2x4,0mm 450/750V",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T04,"PP 2x2,5mm 1kV",,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T05,PP 4x10mm 1kV,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T06,multiplex 4x16mm² 1kV alumínio,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T07,flexível Cu 6mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T08,flexível Cu 10mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Agropecuária Centauro,29.263.180/0001-86,CURRENT_INVENTORY_GENERIC_FERRAGENS,INVENTORY_ONLY,T09,flexível Cu 25mm² PVC70°C,,NOT_OBSERVED_EXACT_CNPJ_NAME_IN_ATA,NOT_APPLICABLE,NOT_DEMONSTRATED_FROM_PE39,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,NO_PARTICIPATION_OBSERVED,PARTICIPATION_GATE,"Busca dirigida por nome/CNPJ exato na Ata Final não encontrou participação; não inferir incapacidade de produto ou de escala a partir disso."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T01,"plastichumbo Cu 2x4,0mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T04,"PP 2x2,5mm 1kV",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T05,PP 4x10mm 1kV,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T06,multiplex 4x16mm² 1kV alumínio,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T07,flexível Cu 6mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T08,flexível Cu 10mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Guasso Ferragens,,HISTORICAL_LEAD,HISTORICAL_LEAD,T09,flexível Cu 25mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T01,"plastichumbo Cu 2x4,0mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T04,"PP 2x2,5mm 1kV",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T05,PP 4x10mm 1kV,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T06,multiplex 4x16mm² 1kV alumínio,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T07,flexível Cu 6mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T08,flexível Cu 10mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Comercial Passo,,HISTORICAL_LEAD,HISTORICAL_LEAD,T09,flexível Cu 25mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T01,"plastichumbo Cu 2x4,0mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T04,"PP 2x2,5mm 1kV",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T05,PP 4x10mm 1kV,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T06,multiplex 4x16mm² 1kV alumínio,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T07,flexível Cu 6mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T08,flexível Cu 10mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Marta Ferragem,,HISTORICAL_LEAD,HISTORICAL_LEAD,T09,flexível Cu 25mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T01,"plastichumbo Cu 2x4,0mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T02,"plastichumbo Cu 2x2,5mm 450/750V",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T03,"flexível 16mm² 0,6/1kV ATOX",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T04,"PP 2x2,5mm 1kV",,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T05,PP 4x10mm 1kV,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T06,multiplex 4x16mm² 1kV alumínio,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T07,flexível Cu 6mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T08,flexível Cu 10mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
Casa do Led / Ferragem Bueno,,HISTORICAL_LEAD,HISTORICAL_LEAD,T09,flexível Cu 25mm² PVC70°C,,NOT_DEMONSTRATED_BY_NAME_SEARCH,NOT_APPLICABLE,PENDING_CURRENT_RECONCILIATION,NOT_TESTED,NOT_TESTED,NOT_TESTED,NOT_TESTED,INDETERMINATE,IDENTITY_RECONCILIATION_GATE,"Lead histórico sem CNPJ corrente reconciliado; ausência de match nominal na Ata não permite concluir ausência de participação."
