cnpj,nome_credor,rubrica,acao,pago_R$,empenhos,semantic_class,confidence,object_evidence,source,method_note
27343163000123,RD INFORMATICA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,PROCAD - SUAS,31950.0,2,UNCLASSIFIED,,,,
54887860000118,MM PRODUTOS AUTOMOTIVOS LTDA.,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",31664.0,2,AUTOPECAS_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos e transporte escolar,Portal PMSB /despesas,Itens heterogêneos; não tratar como categoria única.
25386019000149,FARMODONTO PRODUTOS HOSPITALARES LTDA -,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,31158.5,5,UNCLASSIFIED,,,,
00390052000111,CONTRANSIN - INDUSTRIA E COMERCIO LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,30690.0,1,UNCLASSIFIED,,,,
18740207000168,JOHAN E STEFANI LTDA - ME,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,30420.0,1,UNCLASSIFIED,,,,
55623647000161,GAMA PNEUS LTDA,MATERIAL DE CONSUMO,MANUT.DO ENS.FUND.FUNDEB 30%,29369.94,1,PNEUS_AUTO_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos,Portal PMSB /despesas,Perfil do fornecedor sugere pneus; item exato precisa de documento.
10936352000107,ESCOLA E ESCRITORIO INDUSTRIA E COMERCIO,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,29066.77,1,UNCLASSIFIED,,,,
07319261000118,ELIETE BEATRIZ HAUPENTHAL & CIA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO RESTAURANTE POPULAR,28960.0,1,UNCLASSIFIED,,,,
51560442000123,DUFILTER DISTRIBUIDORA DE FILTROS E LUBR,MATERIAL DE CONSUMO,AQUISIÇÃO DE COMBUSTÍVEIS E LUBRIFICANTE,28956.04,2,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,28635.04,3,UNCLASSIFIED,,,,
76669670000167,TRANSVEPAR TRANSPORTES E VEICULOS PARANÁ,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,28635.04,3,UNCLASSIFIED,,,,
34883104000103,RAPIDA INDUSTRIA DE PRODUTOS PARA SAUDE,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,27880.0,3,UNCLASSIFIED,,,,
09031569000199,CITTA INFORMATICA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVA,27871.48,1,UNCLASSIFIED,,,,
11606789000145,FALCAO EPI''S LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DO FUNDO MUNICIPAL DE ILUMINA,27482.2,2,UNCLASSIFIED,,,,
10936352000107,ESCOLA E ESCRITORIO INDUSTRIA E COMERCIO,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO INFANTIL,27021.23,1,UNCLASSIFIED,,,,
04998667000186,EQUIPAR GASTRO ACESSÓRIOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,26700.0,1,UNCLASSIFIED,,,,
30468657000149,COMERCIO DE ALIMENTOS DAL MOLIN LTDA,MATERIAL DE CONSUMO,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,26463.92,5,ALIMENTOS_CONSUMO,MEDIA_ALTA,fornecimento associado a merenda escolar e restaurante popular,Portal PMSB /despesas — ações orçamentárias,Itens e condições ainda não abertos.
23639923000193,CONS. INTERM. DE DESENV. DO PAMPA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,26195.6,1,UNCLASSIFIED,,,,
31228836000171,ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPED,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",MANUTENÇÃO DO CER,26094.85,5,UNCLASSIFIED,,,,
51365151000184,VIGA PRE MOLDADOS LTDA,OBRAS E INSTALAÇÕES,"PAVIMENTAÇÃO, CALÇAMENTO E DRENAGENS",25983.11,2,UNCLASSIFIED,,,,
04939481000156,FUNMISSÕES - FUND. MUNIC. MISSÕES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,25830.0,2,UNCLASSIFIED,,,,
05340639000130,PRIME CONSULTORIA E ASSESSORIA EMPRESARI,MATERIAL DE CONSUMO,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,25559.52,3,INTERMEDIACAO_ABASTECIMENTO,MEDIA_ALTA,gestão/administração de abastecimento de frota por cartão; pagamentos correntes aparecem em ações de transporte/saúde,https://saoborja.rs.gov.br/index.php/licitacoes-e-contratos/item/2912-extrato-de-contrato-n-144-2022,Instrumento histórico identifica intermediação; vínculo exato do pagamento 2026 ao mesmo instrumento ainda precisa ser reconciliado.
05238851000190,DBSELLER SERVICOS DE INFORMATICA LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,25204.34,3,SERVICO_TIC,ALTA_RUBRICA_ACAO,serviços de tecnologia da informação e comunicação,Portal PMSB /despesas,Manutenção de sistema de informática e atividades administrativas.
94516671000153,CIRURGICA SANTA CRUZ COM. PROD. HOSP. LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,25048.04,5,UNCLASSIFIED,,,,
57775539000130,GEO MARKT COMUNICACAO ESTRATEGICA LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,REALIZAÇÃO E APOIO AOS FESTIVAIS DE MÚSI,24980.0,1,UNCLASSIFIED,,,,
17417928000179,VENTISOL DA AMAZONIA INDUSTRIA DE APAREL,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO INFANTIL,24359.2,1,UNCLASSIFIED,,,,
46728867000169,RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAI,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO RESTAURANTE POPULAR,23914.77,1,UNCLASSIFIED,,,,
00472805000308,TRACADO CONSTRUCOES E SERVICOS LTDA,MATERIAL DE CONSUMO,VIAS URBANAS E RURAIS,23492.0,4,UNCLASSIFIED,,,,
95592077000104,PLANALTO TRANSPORTES LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",GESTÃO DE BENEFÍCIOS EVENTUAIS,22794.5,1,SERVICO_TRANSPORTE,ALTA_ACAO,transporte sanitário eletivo e benefícios eventuais relacionados a transporte,Portal PMSB /despesas — ações orçamentárias,Fornecedor de transporte; rubrica 3.3.90.32 não representa bem físico.
58951274000146,RAFAEL L. SCHRAMM,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",22680.0,2,UNCLASSIFIED,,,,
37952262000166,SC COMERCIO DE PNEUS LTDA,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",22540.0,1,UNCLASSIFIED,,,,
11606789000145,FALCAO EPI''S LTDA,MATERIAL DE CONSUMO,MANUT. DAS ATIV. DOS SERV. URBANOS,22449.05,2,UNCLASSIFIED,,,,
43463101000101,ABF DISTRIBUIDORA DE ALIMENTOS LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DO CAPS AD E AÇÕES PARA RECUP,22430.8,7,ALIMENTOS_CONSUMO,MEDIA_ALTA,"fornecimento associado a merenda escolar, restaurante popular e unidades sociais/saúde",Portal PMSB /despesas — ações orçamentárias,Ação e perfil do fornecedor sustentam alimento/consumo; itens e condições ainda não abertos.
89989255000132,ASSOCIACAO DOS MUNICIPIOS DAS MISSOES,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,22230.0,1,UNCLASSIFIED,,,,
54887860000118,MM PRODUTOS AUTOMOTIVOS LTDA.,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPAM",22102.8,4,AUTOPECAS_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos e transporte escolar,Portal PMSB /despesas,Itens heterogêneos; não tratar como categoria única.
22795601000170,MORABEZA CULTURAL LTDA,SERVIÇOS DE CONSULTORIA,LEI ALDIR BLANC,22000.0,1,UNCLASSIFIED,,,,
23720752000122,JARDIM DISTRIBUIDORA DE COSMETICOS LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,21870.0,1,UNCLASSIFIED,,,,
00703157000183,CONFEDERAÇÃO NACIONAL DE MUNICIPIOS - CN,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DO GABINETE DO,21282.0,1,UNCLASSIFIED,,,,
46728867000169,RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAI,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,21040.0,1,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,MANUTENÇÃO DAS ATIVIDADES PARLAMENTARES,20792.2,1,UNCLASSIFIED,,,,
10759369000136,ARGAVALE DISTRIBUIDORA DE MATERIAIS DE C,MATERIAL DE CONSUMO,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,20769.0,3,UNCLASSIFIED,,,,
47459386000168,ANDRELIS DISTRIBUIDORA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,20449.0,3,UNCLASSIFIED,,,,
17417928000179,VENTISOL DA AMAZONIA INDUSTRIA DE APAREL,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO ENSINO FUNDAMENTAL - MDE,20025.0,1,UNCLASSIFIED,,,,
22795601000170,MORABEZA CULTURAL LTDA,SERVIÇOS DE CONSULTORIA,MANUTENÇÃO DO DEPARTAMENTO DE ASSUNTOS C,20000.0,1,UNCLASSIFIED,,,,
53800800000153,NOBRE HORSE LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUT.DA.EDUC.INFANT-FUNDEB 30%,20000.0,1,UNCLASSIFIED,,,,
14481040000107,GRÁFICA GRGRAF EIRELI,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ATENÇÃO BÁSICA,19741.02,4,UNCLASSIFIED,,,,
09654067000114,EXCLUSIVACAO - EDUCACAO E DESENVOLVIMENT,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FORMAÇÃO DE PROFESSORES E PROFISSIONAIS,19000.0,1,UNCLASSIFIED,,,,
58390067000160,"BERTANI, OLIVEIRA & HASSTENTEUFEL ADVOGA",OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DO FUNDO MUNICIPAL DA CRIANÇA,18700.0,1,UNCLASSIFIED,,,,
30468657000149,COMERCIO DE ALIMENTOS DAL MOLIN LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DO RESTAURANTE POPULAR,18565.55,4,ALIMENTOS_CONSUMO,MEDIA_ALTA,fornecimento associado a merenda escolar e restaurante popular,Portal PMSB /despesas — ações orçamentárias,Itens e condições ainda não abertos.
05090524000134,COSTA MACHADO & RODRIGUES LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,ATENÇÃO BÁSICA,18544.5,2,SERVICO_TIC,ALTA_RUBRICA_ACAO,"serviços TIC em educação, administração e saúde",Portal PMSB /despesas,Objeto específico por empenho ainda não aberto.
87124582000104,PROCERGS - CENTRO DE TECNOLOGIA DA INFO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,18040.87,2,UNCLASSIFIED,,,,
19498639000177,BERTA INDUSTRIA E COMERCIO DE FRALDAS LT,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,18000.0,1,UNCLASSIFIED,,,,
54887860000118,MM PRODUTOS AUTOMOTIVOS LTDA.,MATERIAL DE CONSUMO,MANUTENÇÃO DO FUNDO MUNICIPAL DE ILUMINA,17656.0,1,AUTOPECAS_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos e transporte escolar,Portal PMSB /despesas,Itens heterogêneos; não tratar como categoria única.
44449147000139,DM DISTRIBUIDORA DE DESCARTAVEIS LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,17476.0,1,UNCLASSIFIED,,,,
11145401000156,L.A DALLA PORTA JUNIOR,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,17387.32,2,UNCLASSIFIED,,,,
15759650000192,TAIUR SCHUMACHER - ME,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,17232.0,1,UNCLASSIFIED,,,,
47076858000101,SPORTSUL EVENTOS ESPORTIVOS LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,PROMOÇÃO DE EVENTOS ESPORTIVOS E DE LAZE,17080.0,1,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,CAPACITAÇÃO DE AGENTES PÚBLICOS,17011.8,1,UNCLASSIFIED,,,,
46388826000170,OCIAN  COMERCIAL FARMACEUTICA UNIPESSOAL,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,16496.7,3,UNCLASSIFIED,,,,
24802687000309,"HS COMERCIO, LOCACAO E MANUTENCAO DE EQU",EQUIPAMENTOS E MATERIAL PERMANENTE,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,16302.0,1,UNCLASSIFIED,,,,
03404393000197,JS SERVICOS DE ENGENHARIA LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",MELHORIAS HABITACIONAIS,16099.2,1,UNCLASSIFIED,,,,
33084691000299,ESSENCE DECOR LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DO FUNDO ESTADUAL DE ASSISTÊN,16099.0,1,EQUIPAMENTO_PERMANENTE_DIVERSO,MEDIA,"equipamentos em saúde, assistência, administração e educação; itens exatos não abertos",Portal PMSB /despesas,Fornecedor atende múltiplas funções.
11417674000455,ACTE-ASSOCIAÇÃO COMUNIDADE TERAPEUTICA E,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,16000.0,2,UNCLASSIFIED,,,,
28114183000195,CONSULTORIA EDUCACAO E ACAO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,FORMAÇÃO DE PROFESSORES E PROFISSIONAIS,15980.0,1,UNCLASSIFIED,,,,
51954194000103,ZAMPIERE VOLPATTO SOLUCOES INTEGRADAS LT,EQUIPAMENTOS E MATERIAL PERMANENTE,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,15839.0,2,UNCLASSIFIED,,,,
40214888000180,CLS SERVICOS E ASSESSORIA LTDA.,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,15589.9,1,UNCLASSIFIED,,,,
48346978000136,DAMED DISTRIBUIDORA DE MEDICAMENTOS E MA,MATERIAL DE CONSUMO,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,15505.8,1,UNCLASSIFIED,,,,
26270786000150,BAGE ELEVADORES LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,15493.15,2,UNCLASSIFIED,,,,
05090524000134,COSTA MACHADO & RODRIGUES LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,15379.3,2,SERVICO_TIC,ALTA_RUBRICA_ACAO,"serviços TIC em educação, administração e saúde",Portal PMSB /despesas,Objeto específico por empenho ainda não aberto.
00802002000102,ALTERMED MATERIAL MEDICO HOSPITALAR LTDA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,15212.39,11,UNCLASSIFIED,,,,
33393503000123,J BORELLA & BORELLA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,15165.0,2,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVA,15121.6,1,UNCLASSIFIED,,,,
92954106000142,VIACAO OURO E PRATA S/A,PASSAGENS E DESPESAS COM LOCOMOÇÃO,CAPACITAÇÃO DE AGENTES POLÍTICOS,15121.6,1,UNCLASSIFIED,,,,
76386283000113,DIMEVA DISTRIBUIDORA DE MEDICAMENTOS LTD,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,15039.94,5,UNCLASSIFIED,,,,
14767899000187,GRA ASSESSORIA E CONSULTORIA EMNEGOCIOS,MATERIAL DE CONSUMO,AQUISIÇÃO DE COMBUSTÍVEIS E LUBRIFICANTE,15003.75,6,PECAS_MANUTENCAO_MAQUINAS,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos; parte associada a combustíveis,Portal PMSB /despesas; https://www.saoborja.rs.gov.br/index.php/licitacoes-e-contratos/item/6794-inexigibilidade-de-licitacao-26-2026-smpop-dcl,Há instrumentos de exclusividade XCMG em 2026; não somar automaticamente todos os empenhos ao mesmo processo.
18342297000139,SANDRO ALEXANDRE COELHO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,REALIZAÇÃO E APOIO ÀS FESTIVIDADES LIGAD,15000.0,1,UNCLASSIFIED,,,,
35011420000158,35.011.420 JOSE DESIDERIO LUZ DE SOUZA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,REALIZAÇÃO E APOIO ÀS FESTIVIDADES LIGAD,15000.0,1,UNCLASSIFIED,,,,
30468657000149,COMERCIO DE ALIMENTOS DAL MOLIN LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DO CAPS AD E AÇÕES PARA RECUP,14801.07,6,ALIMENTOS_CONSUMO,MEDIA_ALTA,fornecimento associado a merenda escolar e restaurante popular,Portal PMSB /despesas — ações orçamentárias,Itens e condições ainda não abertos.
36757380000150,MEDSANTA COMERCIO DE MEDICAMENTOS E MATE,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,14574.82,1,UNCLASSIFIED,,,,
49648233000194,SSZ DISTRIBUIDORA DE MEDICAMENTOS LTDA,MATERIAL DE CONSUMO,PROGRAMA DE VIGILÂNCIA E PROMOÇÃO DA SAÚ,14282.97,1,UNCLASSIFIED,,,,
01952684000194,G3 COMERCIAL LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,14155.68,6,UNCLASSIFIED,,,,
33084691000299,ESSENCE DECOR LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,14145.0,6,EQUIPAMENTO_PERMANENTE_DIVERSO,MEDIA,"equipamentos em saúde, assistência, administração e educação; itens exatos não abertos",Portal PMSB /despesas,Fornecedor atende múltiplas funções.
13021017000177,DPM EDUCAÇÃO LTDA,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,14064.0,21,UNCLASSIFIED,,,,
04071245000160,"LICIMED DISTRIBUIDORA DE MEDICAMENTOS, C","MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,13920.0,2,UNCLASSIFIED,,,,
08149396000145,DESIGN RICARDENSE - INDÚSTRIA DE MÓVEIS,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,13891.07,1,UNCLASSIFIED,,,,
01568077003655,B-GREEN GESTÃO AMBIENTAL S.A.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,ATENÇÃO BÁSICA,13850.0,2,UNCLASSIFIED,,,,
24531333000105,NEOFINE PIGMENTOS E DISPERSÕES INDÚS,MATERIAL DE CONSUMO,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,13750.0,2,UNCLASSIFIED,,,,
35250918000173,L FERREIRA DA COSTA DISTRIBUIDORA DE MED,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",FARMÁCIA BÁSICA E DEMANDAS JUDICIAIS,13738.25,1,UNCLASSIFIED,,,,
55623647000161,GAMA PNEUS LTDA,MATERIAL DE CONSUMO,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPAM",13689.96,3,PNEUS_AUTO_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos,Portal PMSB /despesas,Perfil do fornecedor sugere pneus; item exato precisa de documento.
36757380000150,MEDSANTA COMERCIO DE MEDICAMENTOS E MATE,MATERIAL DE CONSUMO,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,13652.0,1,UNCLASSIFIED,,,,
02150800000114,KALINOVSKI E KALINOVSKI LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,13570.0,1,UNCLASSIFIED,,,,
14767899000187,GRA ASSESSORIA E CONSULTORIA EMNEGOCIOS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,"MANUTENÇÃO DE IMÓVEIS, VEÍCULOS E EQUIPA",13484.0,4,UNCLASSIFIED,,,,
49648233000194,SSZ DISTRIBUIDORA DE MEDICAMENTOS LTDA,MATERIAL DE CONSUMO,ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,13450.43,1,UNCLASSIFIED,,,,
43463101000101,ABF DISTRIBUIDORA DE ALIMENTOS LTDA,MATERIAL DE CONSUMO,BLOCO DE PROTEÇÃO SOCIAL BÁSICA,13304.12,9,ALIMENTOS_CONSUMO,MEDIA_ALTA,"fornecimento associado a merenda escolar, restaurante popular e unidades sociais/saúde",Portal PMSB /despesas — ações orçamentárias,Ação e perfil do fornecedor sustentam alimento/consumo; itens e condições ainda não abertos.
07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA,SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,13291.98,1,UNCLASSIFIED,,,,
54887860000118,MM PRODUTOS AUTOMOTIVOS LTDA.,MATERIAL DE CONSUMO,AQUISIÇÃO DE COMBUSTÍVEIS E LUBRIFICANTE,13268.0,2,AUTOPECAS_CONSUMO,MEDIA_ALTA,materiais para manutenção de veículos/equipamentos e transporte escolar,Portal PMSB /despesas,Itens heterogêneos; não tratar como categoria única.
46728867000169,RIKA COMERCIAL DE PRODUTOS GOVERNAMENTAI,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,13165.05,2,UNCLASSIFIED,,,,
33393503000123,J BORELLA & BORELLA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DA EDUCAÇÃO INFANTIL,13063.58,1,UNCLASSIFIED,,,,
40331916000149,RAFHAELA BUENO DE LOURENCO,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,BLOC PROT SOC ESPEC MÉDIA E ALTA COMPLEX,12396.03,2,UNCLASSIFIED,,,,
92859768000133,CONS. SEC. MUNIC. SAÚDE RS - COSEMS-RS,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,12334.08,1,UNCLASSIFIED,,,,
37954602000198,USIBRAS INDUSTRIA E COMERCIO DE VIDROS L,MATERIAL DE CONSUMO,MANUTENÇÃO DOS SERVIÇOS DE SEGURANÇA NO,12240.0,2,UNCLASSIFIED,,,,
22673037000113,SINALIR JOSE DOTTO,MATERIAL DE CONSUMO,INICIAÇÃO A EDUCAÇÃO ALIMENTAR E NUTRICI,12198.0,1,UNCLASSIFIED,,,,
18136904000104,GUILHERME XAVIER PIVA LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,12070.35,6,UNCLASSIFIED,,,,
19822275000139,BRUNA SANTOS DE ALMEIDA 03124299086,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DO FUNDO MUNICIPAL DA CRIANÇA,12000.0,1,UNCLASSIFIED,,,,
33159931000196,PORTO UNIAO COMERCIO E REPRESENTACAO LTD,MATERIAL DE CONSUMO,MANUTENÇÃO DA EDUCAÇÃO BÁSICA - SALÁRIO,12000.0,2,UNCLASSIFIED,,,,
42338388000185,42.338.388 CARLOS ANSELMO FONTANELLA,MATERIAL DE CONSUMO,MANUTENÇÃO DA EDUCAÇÃO INFANTIL - NOVOS,11742.45,2,UNCLASSIFIED,,,,
88993175000198,UVERGS-UNIAO DOS VEREADORES DO RS.,OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA,MANUTENÇÃO DAS ATIVIDADES ADMINISTRATIVA,11640.0,1,UNCLASSIFIED,,,,
42188256000114,ODIMED COMERCIO VAREJISTA DE PRODUTOS DE,MATERIAL DE CONSUMO,ATENÇÃO BÁSICA,11600.0,2,UNCLASSIFIED,,,,
11606789000145,FALCAO EPI''S LTDA,MATERIAL DE CONSUMO,MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA,11516.05,2,UNCLASSIFIED,,,,
92021062000106,HOSPITAL SÃO VICENTE DE PAULA,"MATERIAL, BEM OU SERVIÇO PARA DIST. GRATUITA",ASSISTÊNCIA À SAÚDE - MÉDIA E ALTA COMPL,11500.0,1,UNCLASSIFIED,,,,
27171625000172,KENYA OLIVEIRA FERNANDES LIMA SOARES ME,EQUIPAMENTOS E MATERIAL PERMANENTE,PRÓ-INFÂNCIA,11202.1,2,UNCLASSIFIED,,,,
52496119000109,B. D. R. COMERCIO DE EQUIPAMENTOS LTDA,EQUIPAMENTOS E MATERIAL PERMANENTE,ATENÇÃO BÁSICA,11150.0,1,UNCLASSIFIED,,,,
