operator_key,raiz_referencia,operator_name_group,storefronts_cenario_base,share_unidades_base_pct,storefronts_sensibilidade,share_unidades_sensibilidade_pct,multi_storefront_flag,brand_pattern,segment_pattern,storefront_ids,cnpjs_referencia,marcas_storefronts,grupos_analiticos,operator_key_basis,limitacao
RAIZ_92274166,92274166,Fantasia: J Martins Joalheiros / Razão Social: J Martins Joalheiros Ltda (Cnpj 92.274.166/0001-14),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_205,92274166000114,Fantasia: J Martins Joalheiros / Razão Social: J Martins Joalheiros Ltda (Cnpj 92.274.166/0001-14),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_96491683,96491683,Fantasia: Joalheria Brilhante / Razão Social: Joalheria Brilhante Ltda (Cnpj 96.491.683/0001-04),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_212,96491683000104,Fantasia: Joalheria Brilhante / Razão Social: Joalheria Brilhante Ltda (Cnpj 96.491.683/0001-04),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_31153867,31153867,Fantasia: Joalheria e Òptica Elegance / Razão Social: Edelar Kener Joalheria (Cnpj ) 31.153.867/0001-00,1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_204,31153867000100,Fantasia: Joalheria e Òptica Elegance / Razão Social: Edelar Kener Joalheria (Cnpj ) 31.153.867/0001-00,JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_90241498,90241498,Fantasia: Joalheria e Ótica Diamante Saoborjense / Razão Social: Joalheria e Òtica Diamante Saoborjense Ltda (Cnpj 90.241.498/0001-77),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_202,90241498000177,Fantasia: Joalheria e Ótica Diamante Saoborjense / Razão Social: Joalheria e Òtica Diamante Saoborjense Ltda (Cnpj 90.241.498/0001-77),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_59205031,59205031,Fantasia: João e Maria Pet e Rações / Razão Social: Mariza Matoso Pedebos LTDA (Cnpj 59.205.031/0002-02),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_195,59205031000202,Fantasia: João e Maria Pet e Rações / Razão Social: Mariza Matoso Pedebos LTDA (Cnpj 59.205.031/0002-02),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_27792396,27792396,Fantasia: Joias El Shadday / Razão Social: Luis Eduardo Dalcul Gusmão (Cnpj 27.792.396/0001-03),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_206,27792396000103,Fantasia: Joias El Shadday / Razão Social: Luis Eduardo Dalcul Gusmão (Cnpj 27.792.396/0001-03),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_94072782,94072782,Fantasia: Kolwertn Multimarcas / Razão Social: CR Comércio do Vestuário Ltda (Cnpj 94.072.782/0001-18),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_115,94072782000118,Fantasia: Kolwertn Multimarcas / Razão Social: CR Comércio do Vestuário Ltda (Cnpj 94.072.782/0001-18),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_23124000,23124000,Fantasia: L'amour Boutique / Razão Social: Nilda Elisa da Silva Martins (Cnpj 23.124.000/0001-07),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_102,23124000000107,Fantasia: L'amour Boutique / Razão Social: Nilda Elisa da Silva Martins (Cnpj 23.124.000/0001-07),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_41391545,41391545,Fantasia: Lela Joias / Razão Social: Karlize Rizzatti (Cnpj 41.391.545/0001-53),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_208,41391545000153,Fantasia: Lela Joias / Razão Social: Karlize Rizzatti (Cnpj 41.391.545/0001-53),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_09148429,09148429,Fantasia: LF Calçados (Gf Gerson Fernandez) / Razão Social: Gerson Jair Peroty Fernandez Ltda (Cnpj 09.148.429/0001-03),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_151,09148429000103,Fantasia: LF Calçados (Gf Gerson Fernandez) / Razão Social: Gerson Jair Peroty Fernandez Ltda (Cnpj 09.148.429/0001-03),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_48346814,48346814,Fantasia: Linda Variedades / Razão Social: Changyong Duan (Cnpj 48.346.814/0001-09),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_113,48346814000109,Fantasia: Linda Variedades / Razão Social: Changyong Duan (Cnpj 48.346.814/0001-09),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_55498031,55498031,Fantasia: Linda Variedades / Razão Social: F. Zhu (Cnpj 55.498.031/0001-06),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_114,55498031000106,Fantasia: Linda Variedades / Razão Social: F. Zhu (Cnpj 55.498.031/0001-06),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_35686566,35686566,Fantasia: Loja It Girls / Razão Social: Manoela Aranda Soares (Cnpj 32.894.094/0001-86),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_101,35686566000101,Fantasia: Loja It Girls / Razão Social: Manoela Aranda Soares (Cnpj 32.894.094/0001-86),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
OPERACAO_INV_100,,Fantasia: Loja Marlin Fashion / Razão Social: Marciel Murad Ibrahim (Cnpj 18.556.994/0001-92),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_100,,Fantasia: Loja Marlin Fashion / Razão Social: Marciel Murad Ibrahim (Cnpj 18.556.994/0001-92),MODA_CALCADOS_ACESSORIOS,CHAVE_SINTETICA_IDENTIDADE_JURIDICA_CORRENTE_PENDENTE,Participação calculada em número de storefronts; não representa faturamento ou market share. Identidade jurídica corrente pendente; chave sintética individual.
RAIZ_37106058,37106058,Fantasia: Loja Top 20 (Top Store) / Razão Social: Suelen Bastos Rodrigues (Cnpj 34.542.287/0001-01),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_140,37106058000124,Fantasia: Loja Top 20 (Top Store) / Razão Social: Suelen Bastos Rodrigues (Cnpj 34.542.287/0001-01),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_08835108,08835108,Fantasia: Loja UP São Borja (Pedrangel Calcados) / Razão Social: Pedrangel Comercio de Calcados e Vestuarios Ltda. (Cnpj 08.835.108/0001-06),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_148,08835108000106,Fantasia: Loja UP São Borja (Pedrangel Calcados) / Razão Social: Pedrangel Comercio de Calcados e Vestuarios Ltda. (Cnpj 08.835.108/0001-06),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_00776574,00776574,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_175,00776574170906,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),DEPARTAMENTOS_MAGAZINES,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_87296026,87296026,Fantasia: Lojas Benoit / Razão Social: Benoit Eletrodomesticos Ltda (Cnpj 87.296.026/0148-33),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_172,87296026014833,Fantasia: Lojas Benoit / Razão Social: Benoit Eletrodomesticos Ltda (Cnpj 87.296.026/0148-33),ELETRODOMESTICOS_AUDIO_VIDEO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_89848543,89848543,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_170,89848543014550,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),ELETRODOMESTICOS_AUDIO_VIDEO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_98102924,98102924,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_171,98102924013939,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),ELETRODOMESTICOS_AUDIO_VIDEO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_96662168,96662168,Fantasia: Lojas Lebes / Razão Social: Drebes & Cia LTDA (Cnpj 96.662.168/0365-94),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_138,96662168036594,Fantasia: Lojas Lebes / Razão Social: Drebes & Cia LTDA (Cnpj 96.662.168/0365-94),MISTO_MULTISSEGMENTO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_98102650,98102650,Fantasia: Lojas Monjuá / Razão Social: Lojas Tres Passos Ltda (Cnpj 98.102.650/0023-58),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_105,98102650002358,Fantasia: Lojas Monjuá / Razão Social: Lojas Tres Passos Ltda (Cnpj 98.102.650/0023-58),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_90072059,90072059,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_165,90072059000935,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),CASA_UTILIDADES_PRESENTES_DECORACAO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_17434253,17434253,Fantasia: Lucky Store / Razão Social: Zuhdi & Cia Ltda (Cnpj 17.434.253/0001-76),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_143,17434253000176,Fantasia: Lucky Store / Razão Social: Zuhdi & Cia Ltda (Cnpj 17.434.253/0001-76),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_60167511,60167511,Fantasia: Luna Modas / Razão Social: Narieli Sarmento Picinin LTDA (Cnpj 60.167.511/0001-24),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_109,60167511000124,Fantasia: Luna Modas / Razão Social: Narieli Sarmento Picinin LTDA (Cnpj 60.167.511/0001-24),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_05823159,05823159,"Fantasia: M.h. Moda Intima / Razão Social: G P Junior, Moda Intima Ltda (Cnpj 05.823.159/0004-72)",1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_119,05823159000472,"Fantasia: M.h. Moda Intima / Razão Social: G P Junior, Moda Intima Ltda (Cnpj 05.823.159/0004-72)",MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_47960950,47960950,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_166,47960950130416,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16),DEPARTAMENTOS_MAGAZINES,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_24495873,24495873,Fantasia: Mais Top Papelaria / Razão Social: Juliana Andrade Moreira,1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_215,24495873000180,Fantasia: Mais Top Papelaria / Razão Social: Juliana Andrade Moreira,PAPELARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_58600410,58600410,Fantasia: Máximo Agropecuária / Razão Social: Lair da Silva (Cnpj 58.600.410/0001-53),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_199,58600410000153,Fantasia: Máximo Agropecuária / Razão Social: Lair da Silva (Cnpj 58.600.410/0001-53),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_58434608,58434608,Fantasia: MAXX Outlet / Razão Social: Rm2S Ltda (Cnpj 58.434.608/0010-03) / Filial,1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_128,58434608001003,Fantasia: MAXX Outlet / Razão Social: Rm2S Ltda (Cnpj 58.434.608/0010-03) / Filial,MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_43839616,43839616,Fantasia: Mb Lojas / Razão Social: Fernandez Comercio de Medicamentos S.a. (Cnpj 93.641.710/0003-43),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_97,43839616000163,Fantasia: Mb Lojas / Razão Social: Fernandez Comercio de Medicamentos S.a. (Cnpj 93.641.710/0003-43),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_25225190,25225190,Fantasia: Mealho Pets / Razão Social: Bruna Regina Mealho (Cnpj 25.225.190/0001-76),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_184,25225190000176,Fantasia: Mealho Pets / Razão Social: Bruna Regina Mealho (Cnpj 25.225.190/0001-76),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_13956162,13956162,Fantasia: Mega City / Razão Social: Hiad Ahmad AL Jamal (Cnpj 13.956.162/0001-40),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_108,13956162000140,Fantasia: Mega City / Razão Social: Hiad Ahmad AL Jamal (Cnpj 13.956.162/0001-40),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_18627385,18627385,Fantasia: Menta Pimenta Calçados / Razão Social: Menta Pimenta Calçados Ltda (Cnpj 18.627.385/0001-87),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_152,18627385000187,Fantasia: Menta Pimenta Calçados / Razão Social: Menta Pimenta Calçados Ltda (Cnpj 18.627.385/0001-87),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_91252635,91252635,Fantasia: Minha Loja / Razão Social: Maria Tereza Pires Machado (Cnpj 91.252.635/0001-31),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_159,91252635000131,Fantasia: Minha Loja / Razão Social: Maria Tereza Pires Machado (Cnpj 91.252.635/0001-31),CASA_UTILIDADES_PRESENTES_DECORACAO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_08717165,08717165,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_179,08717165000190,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),MOVEIS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_38128053,38128053,Fantasia: Mundi Calçados / Razão Social: Calcemoda Comercio de Calcados LTDA (Cnpj 38.128.053/0001-65),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_144,38128053000165,Fantasia: Mundi Calçados / Razão Social: Calcemoda Comercio de Calcados LTDA (Cnpj 38.128.053/0001-65),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_94175528,94175528,Fantasia: Oka Tia Sinha / Razão Social: Renata Andres (Cnpj 94.175.528/0001-45),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_145,94175528000145,Fantasia: Oka Tia Sinha / Razão Social: Renata Andres (Cnpj 94.175.528/0001-45),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_19326443,19326443,Fantasia: Óptica Moca / Razão Social: E. Matoso Brittes & Cia Ltda (Cnpj 19.326.443/0001-03),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_209,19326443000103,Fantasia: Óptica Moca / Razão Social: E. Matoso Brittes & Cia Ltda (Cnpj 19.326.443/0001-03),JOALHERIA_OPTICA_RELOJOARIA,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_18382369,18382369,Fantasia: Original Store / Razão Social: Comercio de Confeccoes Silveira & Severo Ltda (Cnpj 18.382.369/0003-33),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_131,18382369000333,Fantasia: Original Store / Razão Social: Comercio de Confeccoes Silveira & Severo Ltda (Cnpj 18.382.369/0003-33),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_53529949,53529949,Fantasia: Peguei da Vick / Razão Social: L V Comercio e Vestuario LTDA (Cnpj 53.529.949/0001-40),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_118,53529949000140,Fantasia: Peguei da Vick / Razão Social: L V Comercio e Vestuario LTDA (Cnpj 53.529.949/0001-40),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_49906505,49906505,Fantasia: Pet Chacha / Razão Social: Ceres Denise Neu Mendes (Cnpj 49.906.505/0001-09),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_193,49906505000109,Fantasia: Pet Chacha / Razão Social: Ceres Denise Neu Mendes (Cnpj 49.906.505/0001-09),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_34338660,34338660,Fantasia: Ponto dos Pets / Razão Social: Bastiani & Ferreira Ltda (Cnpj 34.338.660/0001-07),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_190,34338660000107,Fantasia: Ponto dos Pets / Razão Social: Bastiani & Ferreira Ltda (Cnpj 34.338.660/0001-07),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_33544751,33544751,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_158,33544751000128,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),ACESSORIOS_DISPOSITIVOS_MOVEIS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_37709731,37709731,Fantasia: Rei Pet Rações e Acessórios / Razão Social: Julia Regina Penteado Cado (Cnpj 37.709.731/0001-10),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_194,37709731000110,Fantasia: Rei Pet Rações e Acessórios / Razão Social: Julia Regina Penteado Cado (Cnpj 37.709.731/0001-10),PET_VETERINARIA_AGRO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_00664113,00664113,Fantasia: Rilu Armarinhos e Presentes / Razão Social: Teresinha Socoloski (Cnpj 90.859.091/0001-08),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_156,00664113000191,Fantasia: Rilu Armarinhos e Presentes / Razão Social: Teresinha Socoloski (Cnpj 90.859.091/0001-08),ARMARINHO_TECIDOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_01800560,01800560,Fantasia: Santa Clara Confecções e Calçados / Razão Social: Angela Mari Faguaga Siqueira Ltda (Cnpj 01.800.560/0001-93),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_149,01800560000193,Fantasia: Santa Clara Confecções e Calçados / Razão Social: Angela Mari Faguaga Siqueira Ltda (Cnpj 01.800.560/0001-93),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_46746201,46746201,Fantasia: Steelpet / Razão Social: Lawrence Lima Lul (Cnpj 46.746.201/0001-33),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_185,46746201000133,Fantasia: Steelpet / Razão Social: Lawrence Lima Lul (Cnpj 46.746.201/0001-33),MISTO_MULTISSEGMENTO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_22560258,22560258,Fantasia: Stilo Modas / Razão Social: Marlise Neubuser Cezar (Cnpj 22.560.258/0001-85),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_137,22560258000185,Fantasia: Stilo Modas / Razão Social: Marlise Neubuser Cezar (Cnpj 22.560.258/0001-85),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_48191706,48191706,Fantasia: Studio Live! São Borja / Razão Social: Otto Comercio e Vestuario LTDA (Cnpj 48.191.706/0001-04) /,1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_129,48191706000104,Fantasia: Studio Live! São Borja / Razão Social: Otto Comercio e Vestuario LTDA (Cnpj 48.191.706/0001-04) /,MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_45897087,45897087,Fantasia: Su Store / Razão Social: Leonardo de Souza Storch (Cnpj 45.897.087/0001-80),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_110,45897087000180,Fantasia: Su Store / Razão Social: Leonardo de Souza Storch (Cnpj 45.897.087/0001-80),MODA_CALCADOS_ACESSORIOS,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
RAIZ_42027991,42027991,Fantasia: Tayne Joias / Razão Social: Tayne Ramos Rodrigues (Cnpj 42.027.991/0001-46),1,0.82,1,0.83,0,SINGLE_STOREFRONT,SINGLE_STOREFRONT,INV_210,42027991000146,Fantasia: Tayne Joias / Razão Social: Tayne Ramos Rodrigues (Cnpj 42.027.991/0001-46),MISTO_MULTISSEGMENTO,RAIZ_REFERENCIA_CNPJ_CORRENTE_OU_CANDIDATO,Participação calculada em número de storefronts; não representa faturamento ou market share.
