sheet_row,inventario_nome,subcategoria,cnpj,raiz,status_provisorio,classe_fechamento,situacao_auditoria,evidencia,decisao_provisoria,limitacao,proxima_acao,registro_lote,bloqueio_estrutural
158,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),Loja de acessórios para dispositivos móveis,33544751000128,33544751,CNPJ_SECUNDARIO_ATIVO_REDE_INTERMUNICIPAL_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Rei das Capas; atividade principal telefonia/comunicação,,Filiais externas não integram a oferta municipal; rede não é market share,Confirmar RFB e preservar matriz/filiais,L09-02,NÃO
159,Fantasia: Minha Loja / Razão Social: Maria Tereza Pires Machado (Cnpj 91.252.635/0001-31),Loja de ultilidades e presentes,91252635000131,91252635,CNPJ_SECUNDARIO_ATIVO_CLASSIFICACAO_SETORIAL_DIVERGENTE,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Minha Loja; Rua General Marques 1011 Sala 01,,CNAE principal não descreve necessariamente todo o mix comercial,Verificar mix atual antes de decidir permanência em BNE,L09-03,SIM
162,Fantasia: Encanto Decor / Razão Social: Nathieli Cipolat Cervo (Cnpj 51.758.623/0001-69),Loja de presentes e decorações,51758623000169,51758623,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,"ATIVA; matriz; Encanto Decor; CNAE principal utilidades domésticas; secundários papelaria, móveis e iluminação",,Endereço cadastral não prova loja física no mesmo ponto,Confirmar RFB e presença operacional/endereço comercial,L09-04,NÃO
163,Fantasia: Loja Maconica Luz Invisivel / Razão Social: Loja Maconica Luz Invisivel (Cnpj 08.862.640/0001-12),Loja maçônica,08862640000112,08862640,CNPJ_ATIVO_FORA_DO_ESCOPO_VAREJO_CNAE_ASSOCIATIVO,ATIVO_FORA_ESCOPO_VAREJISTA,ATIVA_EM_FONTE_FORA_ESCOPO_VAREJO,"ATIVA; matriz; natureza jurídica Associação Privada; CNAE atividades associativas, não varejo",,"Associação pode ter atividade acessória, mas não há evidência de operação varejista comparável",Confirmar eventual atividade comercial autônoma antes da exclusão final,L09-05,SIM
164,Fantasia: Bellacasa / Razão Social: Theodoro Moraes Machado (Cnpj 23.423.360/0001-00),Loja de Roupas (de cama) e ultilizades,23423360000100,23423360,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA segundo fonte empresarial; matriz; Bella Casa; diretório recente a inclui no bairro Passo,,"Fonte principal reproduz cadastro antigo; segunda fonte confirma presença empresarial, não situação formal",Buscar RFB/base integral e presença operacional atual,L09-06,NÃO
165,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),Loja de Roupas (de cama) e ultilizades,90072059000935,90072059,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; filial; atualização em agosto/2026; Rua Candido Falcao 1155 Loja 101,,Fonte secundária; não mede atividade econômica efetiva,Confirmar RFB oficial quando houver rota,L03-06,NÃO
166,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16), Lojas de departamentos ou magazines,47960950130416,47960950,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OFICIAL_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial em fonte cadastral recente; localizador oficial mantém loja no mesmo endereço,,"Localizador oficial confirma operação/endereço, não CNPJ da filial",Confirmar RFB oficial; manter no universo documental enquanto isso,L01-03,NÃO
167,Fantasia: Iluminar Materiais Eletricos e Ferragens / Razão Social: Lopes & Gruendemann Comercio de Materiais Eletricos LTDA (Cnpj 09.674.510/0001-19),Loja de Materiais Eletricos e Ferragens,09674510000119,09674510,CNPJ_SECUNDARIO_ATIVO_FONTE_OFICIAL_IDENTIDADE_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; consulta secundária RFB 13/06/2026; Portal da Transparência federal confirma identidade/endereço/CNAE,,"Fonte oficial federal confirma identidade/endereço, situação ativa vem de secundária",Confirmar situação na RFB oficial,L10-01,NÃO
169,Fantasia: Lojas Quero Quero / Razão Social: Lojas Quero-Quero S.a. (Cnpj 96.418.264/0357-81),Loja de eletrodomésticos e equipamentos de áudio e vídeo,96418264035781,96418264,DUPLICIDADE_DE_LINHA_COM_SEGUNDO_CNPJ_ATIVO_DISTINTO_IDENTIFICADO,ATIVO_COM_RECONCILIACAO_ESTRUTURAL,ATIVA_EM_EVIDENCIA,Dois CNPJs distintos associados a lojas em São Borja: /0357-81 em Coronel Aparício Mariense 2635 e /0028-59 em General Marques 694,,"Fontes cadastrais secundárias; lista institucional confirma endereços/presença, não situação cadastral oficial",Confirmar ambos na RFB oficial quando houver rota operacional,L01-01,SIM
170,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),Loja de eletrodomésticos e equipamentos de áudio e vídeo,89848543014550,89848543,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OFICIAL_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial; página oficial mantém Loja 80 no mesmo endereço,,"Página oficial confirma operação/endereço, não CNPJ",Confirmar RFB oficial,L01-04,NÃO
171,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),Loja de eletrodomésticos e equipamentos de áudio e vídeo,98102924013939,98102924,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OFICIAL_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial em bases recentes; página oficial mantém equipe/vendedores no mesmo endereço,,"Página oficial confirma operação/endereço, não CNPJ; situação cadastral é secundária",Confirmar RFB oficial,L01-05,NÃO
172,Fantasia: Lojas Benoit / Razão Social: Benoit Eletrodomesticos Ltda (Cnpj 87.296.026/0148-33),Loja de eletrodomésticos e equipamentos de áudio e vídeo,87296026014833,87296026,CNPJ_SECUNDARIO_ATIVO_ENDERECO_COMPATIVEL,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial em fontes cadastrais recentes; endereço convergente,,Sem âncora atual de primeira parte equivalente nesta rodada,Buscar fonte oficial/primeira parte e confirmar RFB,L01-06,NÃO
173,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0043-47),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928004347,04415928,CNPJ_SECUNDARIO_ATIVO_MULTIUNIDADE_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial por fontes cadastrais 2026; endereço coincide com documentação pública que reproduz ato JUCISRS,,Documento societário é histórico; situação corrente vem de secundárias,Confirmar RFB oficial; preservar relação com /0216-08 sem recalcular estrutura,L01-07,NÃO
174,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0216-08),Loja de eletrodomésticos e equipamentos de áudio e vídeo,04415928021608,04415928,CNPJ_SECUNDARIO_ATIVO_MULTIUNIDADE_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,CNPJ apresentado como ativo/filial; fontes de matriz/filiais situam unidade em Avenida Julio Trois 1778,,Endereço triangulado por base de filiais; confirmação oficial pendente,Confirmar RFB oficial; não recalcular proporção multiunidade ainda,L01-08,NÃO
175,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),"Loja de comércio varejista de mercadorias em geral, com predominância de produtos alimentícios ",33014556190033,33014556,CNPJ_DOCUMENTAL_BAIXADO_CNPJ_SUBSTITUTO_IDENTIFICADO,BAIXADO_COM_RECONCILIACAO,BAIXADA_EM_FONTE,CNPJ /1900-33 aparece baixado; LO municipal 080/2024 vincula Americanas S.A. CNPJ 00.776.574/1709-06 ao mesmo endereço; fonte cadastral 2026 apresenta /1709-06 ativa,,LO municipal prova vínculo do novo CNPJ ao endereço em 2024; situação 2026 do substituto vem de fonte secundária,Confirmar /1709-06 na RFB oficial antes da promoção canônica,L01-02,SIM
176,Fantasia: Brasil Free Shop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda (Cnpj 32.195.385/0006-90),Lojas de Duty free,32195385000690,32195385,CNPJ_OFICIAL_LISTA_LOJA_FRANCA_SECUNDARIO_ATIVO,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,Consta na lista oficial da Receita Estadual/RS de lojas francas de São Borja; cadastro secundário: ATIVA,,"Lista oficial confirma estabelecimento autorizado, não faturamento/fluxo",Preservar como evidência forte e confirmar cadastro RFB direto,L03-07,NÃO
178,Fantasia: Comercial Loss / Razão Social: Laura Anklam de Lima (Cnpj 26.003.402/0001-33),Loja de Ferragens e Ferramentas,26003402000133,26003402,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Comercial Loss; CNAE ferragens/ferramentas,,Fontes secundárias; não medem intensidade operacional,Confirmar RFB oficial,L10-02,NÃO
179,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),Loja de móveis,08717165000190,08717165,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Modular Moveis; CNAE comércio varejista de móveis,,Diretório não substitui situação cadastral oficial,Confirmar RFB oficial,L10-03,NÃO
180,Fantasia: Happy Pets / Razão Social: Isabelle Victoria Feltrin Ltda (Cnpj 41.860.517/0001-38),Pet Shop,41860517000138,41860517,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Happy Pets; fonte atualizada julho/2026; CNAE pet shop/varejo animal,,Uma fonte cadastral substantiva nesta rodada,Triangular com fonte operacional e confirmar RFB,L10-04,NÃO
181,Fantasia: 4 Patas / Razão Social: 4 Patas Pet Ltda. (Cnpj 19.689.111/0001-85),Pet Shop e Veterinária,19689111000185,19689111,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OFICIAL_2026_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Prefeitura contratou a empresa no Contrato 135/2026 com mesmo CNPJ/endereço,,"Contrato comprova operação, não market share nem volume varejista",Confirmar RFB oficial e preservar contrato como evidência,L10-05,NÃO
182,Fantasia: Veterinária São Francisco / Razão Social: Mário Lúcio Saraiva Gonçalves (Cnpj 01.448.878/0001-57),Pet Shop e Veterinária,01448878000157,01448878,CNPJ_ATIVO_MARCA_HOMONIMA_OUTRO_CNPJ_RECONCILIACAO,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,CNPJ original aparece ATIVO em listagem recente; operação homônima atual Veterinaria São Francisco Pet Shop está vinculada a CNPJ 03.243.241/0001-50,,"Mesmo nome em dois CNPJs não prova sucessão, transferência ou mesma unidade",Buscar RFB/base integral de ambos e históricos de endereço,L10-06,SIM
183,Fantasia: Companhia dos Bichos / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0001-47),Pet Shop,07195827000147,07195827,CNPJ_SECUNDARIO_ATIVO_MULTIUNIDADE_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; lista filial ativa da mesma raiz; endereço corroborado por licença municipal histórica,,Licença municipal é histórica; situação corrente vem de secundária,Confirmar RFB oficial; não recalcular estrutura,L02-09,NÃO
184,Fantasia: Mealho Pets / Razão Social: Bruna Regina Mealho (Cnpj 25.225.190/0001-76),Pet Shop e Hotel para pets,25225190000176,25225190,CNPJ_SECUNDARIO_ATIVO_MARCA_MEALHO_PETS_NAO_REVALIDADA,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; pet shop/higiene animal; mesmo CNPJ/endereço em diretório atual,,"Fontes confirmam pessoa jurídica/operação pet, não nome de fachada Mealho Pets",Buscar primeira parte da marca e confirmar RFB,L10-07,NÃO
185,Fantasia: Steelpet / Razão Social: Lawrence Lima Lul (Cnpj 46.746.201/0001-33),Pet Shop e Loja de Ferragens,46746201000133,46746201,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Steelpet; pet varejo + atividades secundárias veterinárias/ferragens,,Mix CNAE não equivale a market share em múltiplos segmentos,Confirmar RFB oficial,L11-01,NÃO
186,Fantasia: Eva Pet Shop / Razão Social: Lenise Cristina Carvalho de Abreu (Cnpj 35.261.575/0001-42),Pet Shop ,35261575000142,35261575,CNPJ_SECUNDARIO_ATIVO_ENDERECO_DIVERGENTE,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Eva Pet Shop; diretório atual mantém operação em São Borja,,Diretórios podem reproduzir endereço comercial diferente do cadastro formal,Confirmar RFB/base integral e ponto atual,L11-02,NÃO
187,Fantasia: Cia dos Bichos (Aquarium) / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0002-28) / Filial,Pet Shop,07195827000228,07195827,CNPJ_SECUNDARIO_ATIVO_MULTIUNIDADE_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,Filial da raiz listada ativa; aberta 29/09/2021; endereço distinto,,Segunda fonte não é cadastral primária; dois CNPJs não autorizam inferir market share,Confirmar RFB e presença operacional atual,L02-10,NÃO
188,Fantasia: Bicho Mimado / Razão Social: Rogerio Flores Nascimento (Cnpj 22.663.567/0001-80),Pet Shop,22663567000180,22663567,CNPJ_INAPTO_MARCA_OPERACIONAL_ATIVA_POSSIVEL,INAPTO_COM_MARCA_OPERACIONAL_POSSIVEL,INAPTA_EM_FONTE,INAPTA na base RFB derivada atualizada 03/07/2026; Pet Shop Bicho Mimado segue em diretórios recentes,,Presença da marca não prova o CNPJ usado atualmente,"Buscar CNPJ atual via NF, IE, alvará/licença ou RFB",L11-03,SIM
190,Fantasia: Ponto dos Pets / Razão Social: Bastiani & Ferreira Ltda (Cnpj 34.338.660/0001-07),Pet Shop,34338660000107,34338660,CNPJ_IDENTIDADE_OFICIAL_PRESENCA_ATUAL_STATUS_CADASTRAL_PENDENTE,STATUS_CADASTRAL_PENDENTE,STATUS_ATUAL_NAO_CONFIRMADO,LO municipal 138/2022 e contrato 2023 vinculam CNPJ/endereço a clínica veterinária; diretório atual mantém Ponto dos Pets no mesmo endereço,,Licença/contrato históricos não garantem status cadastral 2026; diretório não substitui RFB,Buscar RFB/base integral,L11-04,SIM
191,Fantasia: Casa de Rações Santhiago (Santhiago Shop) / Razão Social: Marcelino Olisan Brum de Oliveira Ltda (Cnpj 63.588.928/0001-59), Pet Shop e Casa de Rações,63588928000159,63588928,CNPJ_SECUNDARIO_ATIVO_MARCA_ENDERECO_OPERACIONAL_DIVERGENTE,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; aberta 10/11/2025; fantasia Santhiago Shop; diretório recente mantém Casa das Rações Santhiago,,Diretório da marca não prova que endereço operacional seja o cadastral atual,Confirmar primeira parte/nota fiscal e RFB,L11-05,NÃO
192,Fantasia: Beleza Canina / Razão Social: Tiago Gavião Pereira (Cnpj 12.240.712/0001-67),Pet Shop,12240712000167,12240712,CNPJ_SECUNDARIO_ATIVO_ENDERECO_OPERACIONAL_DIVERGENTE,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; diretório atual associa Beleza Canina ao mesmo CNPJ,,Mudança física não deve ser inferida sem evidência temporal,Confirmar RFB e endereço por primeira parte,L11-06,NÃO
193,Fantasia: Pet Chacha / Razão Social: Ceres Denise Neu Mendes (Cnpj 49.906.505/0001-09),Pet Shop (Banho e Tosa),49906505000109,49906505,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Pet Chacha; fontes atualizadas 2026; atividade higiene animal + varejo pet,,Diretórios podem variar classificação de bairro; CNPJ/endereço-base convergem,Confirmar RFB oficial,L11-07,NÃO
194,Fantasia: Rei Pet Rações e Acessórios / Razão Social: Julia Regina Penteado Cado (Cnpj 37.709.731/0001-10),Pet Shop ,37709731000110,37709731,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Rei Pet Racoes e Acessorios; CNAE varejo pet,,Fontes secundárias; não medem intensidade econômica,Confirmar RFB oficial,L11-08,NÃO
195,Fantasia: João e Maria Pet e Rações / Razão Social: Mariza Matoso Pedebos LTDA (Cnpj 59.205.031/0002-02),Pet Shop ,59205031000202,59205031,CNPJ_SECUNDARIO_ATIVO_RAIZ_JOAO_MARIA_SUBCOBERTA,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; filial; aberta 20/03/2026; João e Maria Pet e Rações; varejo pet,,Dois CNPJs da mesma raiz não equivalem automaticamente a dois storefronts,Confirmar RFB e mapear função/ponto físico de matriz e filial,L12-01,SIM
196,Fantasia: Animed / Razão Social: Ana Carolina V. de Jesus & Cia Ltda. (Cnpj 32.010.824/0001-39),Pet Shop e Veterinária,32010824000139,32010824,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OFICIAL_HISTORICA_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Animed; atividade veterinária; licença municipal histórica para o mesmo CNPJ,,Licença de 2019 não prova endereço atual; situação corrente vem de secundária,"Confirmar RFB e, se necessário, licença atual",L12-03,NÃO
197,Fantasia Agrolago Rações / Razão Social: Tusnel Segobia Lago (Cnpj 50.578.611/0001-90),Pet Shop ,50578611000190,50578611,CNPJ_IDENTIDADE_ATIVA_LISTAGEM_SETORIAL_PRESENCA_OPERACIONAL,ATIVA_POR_LISTAGEM_SETORIAL_STATUS_INDIVIDUAL_PENDENTE,ATIVA_POR_LISTAGEM_SETORIAL,Econodata agosto/2026 lista Agrolago entre empresas de rações ativas; diretório recente mantém marca/endereço,,Listagem setorial não substitui ficha cadastral individual,Buscar RFB/base integral ou ficha individual atual,L12-04,SIM
198,Fantasia: Barraca Missões / Razão Social: Gfo Saúde e Nutrição Animal Ltda (Cnpj 92.293.703/0005-05),Agropecuária,92293703000505,92293703,CNPJ_SECUNDARIO_ATIVO_RAIZ_BARRACA_MISSOES_SUBCOBERTA,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; filial; Barraca Missões; Rua Eng Manoel Luis Fagundes 1372,,Duas filiais locais não provam duas lojas independentes nem market share,Confirmar RFB e função operacional das duas filiais,L12-05,SIM
199,Fantasia: Máximo Agropecuária / Razão Social: Lair da Silva (Cnpj 58.600.410/0001-53),Agropecuária,58600410000153,58600410,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; aberta 02/01/2025; Máximo Agropecuária; varejo pet + atividades secundárias diversas,,Uma fonte cadastral substantiva; mix CNAE não equivale a participação multissetorial,Triangular com fonte operacional e confirmar RFB,L12-07,NÃO
200,Fantasia: Agropecuaria Vieira / Razão Social: Neri T. Vieira Benites & Cia Ltda (Cnpj 11.263.905/0001-70),Agroveterinária e loja de ferragens,11263905000170,11263905,CNPJ_IDENTIDADE_MARCA_PRESENCA_ATUAL_RAZAO_SOCIAL_PENDENTE,PRESENCA_COMPATIVEL_METADADO_JURIDICO_PENDENTE,PRESENCA_ATUAL_CNPJ_VINCULADO_STATUS_COMPLETO_PENDENTE,Operação Agropecuária Vieira atual no mesmo endereço; fonte societária RFB 08/2026 vincula CNPJ a Vanessa Vieira da Silva; JUCISRS 2020 registra Neri T Vieira Benites & Cia Ltda,,Diretório não prova CNPJ; fonte societária confirma vínculo mas não ficha completa,"Buscar RFB/base integral para razão social, situação e CNAEs atuais",L12-08,SIM
201,Fantasia: Agropecuária Centauro / Razão Social: Valdecir L. de Assunção (Cnpj 29.263.180/0001-86),"Agroveterinária (artigos de pesca, camping, ferragem e animais.
",29263180000186,29263180,CNPJ_SECUNDARIO_ATIVO_PRESENCA_OPERACIONAL_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Agropecuária Centauro; cadastro atualizado agosto/2026; diretório recente no mesmo endereço,,Fontes não medem faturamento ou market share,Confirmar RFB oficial,L12-09,NÃO
202,Fantasia: Joalheria e Ótica Diamante Saoborjense / Razão Social: Joalheria e Òtica Diamante Saoborjense Ltda (Cnpj 90.241.498/0001-77),Joalheria ,90241498000177,90241498,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; joalheria principal e óptica/relojoaria/reparações secundárias; duas fontes convergem,,Fontes cadastrais não medem operação comercial efetiva/faturamento,Confirmar RFB oficial,L13-01,NÃO
203,Fantasia: Finger Joias / Razão Social: Micheli Redel Finger (Cnpj 49.552.224/0001-03),Joalheria ,49552224000103,49552224,CNPJ_SECUNDARIO_ATIVO_MARCA_FINGER_NAO_REVALIDADA,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; pessoa jurídica Micheli Redel Finger; joias e bijuterias; CNPJ/endereço identificados,,"Fonte confirma pessoa jurídica, não explicitamente a marca Finger Joias",Buscar primeira parte/redes e confirmar RFB,L13-02,NÃO
204,Fantasia: Joalheria e Òptica Elegance / Razão Social: Edelar Kener Joalheria (Cnpj ) 31.153.867/0001-00,Joalheria e Ótica,31153867000100,31153867,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Joalheria e Optica Elegance; joalheria principal e óptica secundária,,Fontes secundárias; não medem intensidade operacional,Confirmar RFB oficial,L13-03,NÃO
205,Fantasia: J Martins Joalheiros / Razão Social: J Martins Joalheiros Ltda (Cnpj 92.274.166/0001-14),Joalheria,92274166000114,92274166,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; CNAE principal joalheria; duas fontes convergem,,Não mede atividade econômica ou market share,Confirmar RFB oficial,L13-04,NÃO
206,Fantasia: Joias El Shadday / Razão Social: Luis Eduardo Dalcul Gusmão (Cnpj 27.792.396/0001-03),Joalheria,27792396000103,27792396,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,"ATIVA; matriz; Joias El Shadday; joalheria, óptica, relojoaria e reparação",,Uma fonte cadastral substantiva nesta rodada,Triangular com segunda fonte/primeira parte e confirmar RFB,L13-05,NÃO
207,Fantasia: Esmeralda Joias / Razão Social: Esmeralda Joias Ltda (Cnpj 26.102.738/0001-53),Joalheria,26102738000153,26102738,CNPJ_SECUNDARIO_ATIVO_CLASSIFICACAO_POM_COMPATIVEL_CNAE_SECUNDARIO,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Esmeralda Joias; principal suvenires/bijuterias/artesanatos; secundário joalheria,,Classificação POM é mercadológica e não deve ser confundida com CNAE principal,Confirmar RFB e preservar nota de classificação,L13-06,NÃO
208,Fantasia: Lela Joias / Razão Social: Karlize Rizzatti (Cnpj 41.391.545/0001-53),Joalheria,41391545000153,41391545,CNPJ_SECUNDARIO_ATIVO_PRESENCA_DIGITAL_CNPJ_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Lela Joias; Magalu seller com mesmo CNPJ/endereço,,"Marketplace comprova atividade digital recente, não faturamento total/market share",Confirmar RFB oficial,L13-07,NÃO
209,Fantasia: Óptica Moca / Razão Social: E. Matoso Brittes & Cia Ltda (Cnpj 19.326.443/0001-03),Joalheria e Ótica,19326443000103,19326443,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz/estabelecimento único; Optica Moca; dados RFB republicados atualizados 13/12/2025,,Republicação de dados RFB; diretório não prova intensidade operacional,Confirmar RFB oficial,L13-08,NÃO
210,Fantasia: Tayne Joias / Razão Social: Tayne Ramos Rodrigues (Cnpj 42.027.991/0001-46),Joalheria e loja de roupas,42027991000146,42027991,CNPJ_SECUNDARIO_ATIVO_CLASSIFICACAO_POM_COMPATIVEL_CNAE_SECUNDARIO,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Tayne Joias; classificação POM reflete marca/atividade secundária,,CNAE principal vestuário não invalida atuação em joias; não inferir composição de vendas,Confirmar RFB oficial,L13-09,NÃO
211,Fantasia: Encanto Semijoias / Razão Social: Cibele Lago Robalo (Cnpj 47.696.043/0001-17),Joalheria,47696043000117,47696043,CNPJ_SECUNDARIO_ATIVO_MARCA_ENCANTO_NAO_REVALIDADA,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; Cibele Lago Robalo; CNAE principal joalheria,,"Fontes confirmam pessoa jurídica e setor, não o nome de fachada do inventário",Buscar primeira parte/redes da marca e confirmar RFB,L13-10,NÃO
212,Fantasia: Joalheria Brilhante / Razão Social: Joalheria Brilhante Ltda (Cnpj 96.491.683/0001-04),Joalheria,96491683000104,96491683,CNPJ_SECUNDARIO_ATIVO_COMPATIVEL,ATIVO_COMPATIVEL,ATIVA_EM_EVIDENCIA,ATIVA; matriz; fonte atualizada 10/05/2026; CNAE principal joalheria,,Razão social não deve ser automaticamente chamada de fantasia,Confirmar RFB oficial,L13-11,NÃO
214,Fantasia: Gaffiti Papelaria e Xerox / Razão Social: Algacir Jose Bertuol (Cnpj 92.691.104/0001-08),Papelaria,92691104000108,92691104,CNPJ_SECUNDARIO_ATIVO_PRESENCA_INSTITUCIONAL_RECENTE_GRAFIA_RECONCILIAR,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA em base RFB republicada; Câmara contratou mesmo CNPJ em 2024; Sesc-RS pagou NF ao mesmo CNPJ em 28/10/2025,,"Contratos/pagamentos provam operação nos períodos, não status cadastral direto nem market share","Confirmar RFB direta, endereço atual e grafia da marca por primeira parte",L14-01,NÃO
216,Fantasia: Consermaq / Razão Social: W. Gomes de Oliveira LTDA (Cnpj 89.271.464/0001-46),Loja de departamento e Papelaria,89271464000146,89271464,CNPJ_SECUNDARIO_ATIVO_RAZAO_SOCIAL_ATUAL_HISTORICO_CONSERMAQ_COMPATIVEL,ATIVO_COM_RECONCILIACAO,ATIVA_EM_EVIDENCIA,ATIVA; matriz; W. Gomes de Oliveira Ltda; CNAE papelaria; fontes oficiais antigas usam G. de Oliveira e Cia Ltda - Consermaq,,Fonte cadastral secundária sustenta status atual; fontes oficiais anteriores não provam razão social corrente,Confirmar RFB e marca operacional corrente,L14-02,NÃO
