prioridade,impacto,origem,sheet_row,operador_marca,cnpj,raiz,status_origem,regra_inclusao,pendencia,lote_origem,observacao
P3,PENDENCIA_NAO_BLOQUEANTE,CNPJ_ORIGINAL_103,210,Fantasia: Tayne Joias / Razão Social: Tayne Ramos Rodrigues (Cnpj 42.027.991/0001-46),42027991000146,42027991,ATIVO_COM_RECONCILIACAO,INCLUIR_COM_PENDENCIA,Confirmar RFB oficial,L13-09,
P3,PENDENCIA_NAO_BLOQUEANTE,CNPJ_ORIGINAL_103,211,Fantasia: Encanto Semijoias / Razão Social: Cibele Lago Robalo (Cnpj 47.696.043/0001-17),47696043000117,47696043,ATIVO_COM_RECONCILIACAO,INCLUIR_COM_PENDENCIA,Buscar primeira parte/redes da marca e confirmar RFB,L13-10,
P3,PENDENCIA_NAO_BLOQUEANTE,CNPJ_ORIGINAL_103,214,Fantasia: Gaffiti Papelaria e Xerox / Razão Social: Algacir Jose Bertuol (Cnpj 92.691.104/0001-08),92691104000108,92691104,ATIVO_COM_RECONCILIACAO,INCLUIR_COM_PENDENCIA,"Confirmar RFB direta, endereço atual e grafia da marca por primeira parte",L14-01,
P3,PENDENCIA_NAO_BLOQUEANTE,CNPJ_ORIGINAL_103,216,Fantasia: Consermaq / Razão Social: W. Gomes de Oliveira LTDA (Cnpj 89.271.464/0001-46),89271464000146,89271464,ATIVO_COM_RECONCILIACAO,INCLUIR_COM_PENDENCIA,Confirmar RFB e marca operacional corrente,L14-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,98,Fantasia: Camponesa New Fashion / Razão Social: Bortoluzzi e Campos LTDA (Cnpj 94.012.382/0001-17),94012382000117,94012382,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L04-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,99,Fantasia: Dress / Razão Social: Taline Ariel Kubaski - MEI (Cnpj 13.793.236/0001-74),13793236000174,13793236,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com segunda fonte/primeira parte e confirmar RFB,L04-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,101,Fantasia: Loja It Girls / Razão Social: Manoela Aranda Soares (Cnpj 32.894.094/0001-86),32894094000186,32894094,P0_RESOLVIDO_CNPJ_HISTORICO_BAIXADO,EXCLUIR_CNPJ_HISTORICO_SUBSTITUIDO_MARCA_ATUAL,P0_RESOLVIDO_LOTE19,L04-05,Operador atual Loja It Girls: 35.686.566/0001-01
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,102,Fantasia: L'amour Boutique / Razão Social: Nilda Elisa da Silva Martins (Cnpj 23.124.000/0001-07),23124000000107,23124000,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L04-06,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,104,Fantasia: Cacio Moda Masculina / Razão Social: Vanessa Javares Miotti Ltda (Cnpj 04.258.324/0001-85),04258324000185,04258324,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com segunda fonte/primeira parte e confirmar RFB,L04-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,106,Fantasia: Lolita Lingerie / Razão Social: Rogeria Tatiane Machado Loureiro (Cnpj 10.343.219/0002-28) / Filial,10343219000228,10343219,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; não recalcular estrutura,L02-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,107,Fantasia: Volupia Moda Intima / Razão Social: Rogeria Tatiane Machado Loureiro (Cnpj 10.343.219/0001-47) / Matriz,10343219000147,10343219,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; preservar ambos,L02-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,108,Fantasia: Mega City / Razão Social: Hiad Ahmad AL Jamal (Cnpj 13.956.162/0001-40),13956162000140,13956162,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L15-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,109,Fantasia: Luna Modas / Razão Social: Narieli Sarmento Picinin LTDA (Cnpj 60.167.511/0001-24),60167511000124,60167511,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L15-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,110,Fantasia: Su Store / Razão Social: Leonardo de Souza Storch (Cnpj 45.897.087/0001-80),45897087000180,45897087,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB e preservar estrutura matriz/filial,L15-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,112,Fantasia: D' Castro Camisaria / Razão Social: (Cnpj 28.064.447/0001-43),28064447000143,28064447,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L05-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,118,Fantasia: Peguei da Vick / Razão Social: L V Comercio e Vestuario LTDA (Cnpj 53.529.949/0001-40),53529949000140,53529949,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com segunda fonte/primeira parte e confirmar RFB,L05-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,120,Fantasia: Pimentas Boutique Sensual / Razão Social: Jessica Santoro (Cnpj 28.597.654/0001-63),28597654000163,28597654,P0_RESOLVIDO_SEM_EVIDENCIA_ATUAL,EXCLUIR_CENARIO_BASE_MANTER_SENSIBILIDADE,REABRIR_SE_SURGIR_EVIDENCIA_ATUAL,L22-01,Exclusão apenas do cenário-base exploratório; não prova fechamento.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,LINHA_SEM_CNPJ_NAO_RESOLVIDA,125,Loja CHICMI,,,P0_RESOLVIDO_SEM_EVIDENCIA_ATUAL,EXCLUIR_CENARIO_BASE_MANTER_SENSIBILIDADE,REABRIR_SE_SURGIR_EVIDENCIA_ATUAL,L22-02,CHICMI sem identificação/presença atual verificável.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,LINHA_SEM_CNPJ_NAO_RESOLVIDA,126,Loja do Ramada,,,P0_RESOLVIDO_REGISTRO_HISTORICO,EXCLUIR_CENARIO_BASE_REGISTRO_HISTORICO,REABRIR_SE_SURGIR_EVIDENCIA_ATUAL,L22-03,Loja do Ramada preservada como evidência histórica.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,127,Fantasia: Excêntrica / Razão Social: Rubia Lamana Quoos (Cnpj 18.283.007/0001-23),18283007000123,18283007,P0_RESOLVIDO_PRESENCA_MARCA_CNPJ_HISTORICO_BAIXADO,EXCLUIR_CNPJ_HISTORICO_MANTER_MARCA_ATUAL_P1,P0_RESOLVIDO_LOTE19,,Presença Excêntrica atual confirmada; CNPJ candidato 46.083.011/0001-83 permanece P1
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,133,Fantasia: Dunia Modas / Razão Social: Comercial de Vestuario Dunia Ltda (Cnpj 00.872.980/0001-12),00872980000112,00872980,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; preservar canal digital como evidência separada,L06-05,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,138,Fantasia: Lojas Lebes / Razão Social: Drebes & Cia LTDA (Cnpj 96.662.168/0365-94),96662168036594,96662168,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L01-09,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,139,Fantasia: Exclusiva Moda Plus / Razão Social: Flavio Lourenco da Silva (Cnpj 45.486.913/0001-06),45486913000106,45486913,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial e preservar classificação setorial com nota,L07-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,140,Fantasia: Loja Top 20 (Top Store) / Razão Social: Suelen Bastos Rodrigues (Cnpj 34.542.287/0001-01),34542287000101,34542287,P0_RESOLVIDO_CNPJ_HISTORICO_BAIXADO,EXCLUIR_CNPJ_HISTORICO_SUBSTITUIDO_MARCA_ATUAL,P0_RESOLVIDO_LOTE19,L07-02,Operador atual Top 20: 37.106.058/0001-24
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,142,Fantasia: Clean Boutique / Razão Social: Angelica Fonseca Dias e Cia Ltda (Cnpj 33.964.619/0001-75),33964619000175,33964619,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L07-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,143,Fantasia: Lucky Store / Razão Social: Zuhdi & Cia Ltda (Cnpj 17.434.253/0001-76),17434253000176,17434253,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com segunda fonte/primeira parte e confirmar RFB,L07-04,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,145,Fantasia: Oka Tia Sinha / Razão Social: Renata Andres (Cnpj 94.175.528/0001-45),94175528000145,94175528,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L07-06,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,146,Fantasia: Cia do Uniforme / Razão Social: M da Cruz Oliveira Uniformes (Cnpj 41.726.814/0001-95),41726814000195,41726814,ATIVO_COMPATIVEL_P0_RESOLVIDO,INCLUIR_CANDIDATO_BASE,P0_RESOLVIDO_LOTE19,L07-07,Status ativo confirmado por fonte cadastral; confirmação RFB direta é rotina
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,152,Fantasia: Menta Pimenta Calçados / Razão Social: Menta Pimenta Calçados Ltda (Cnpj 18.627.385/0001-87),18627385000187,18627385,ATIVO_COMPATIVEL_P0_RESOLVIDO,INCLUIR_CANDIDATO_BASE,P0_RESOLVIDO_LOTE19,L08-04,Status ativo confirmado por fontes convergentes
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,LINHA_SEM_CNPJ_NAO_RESOLVIDA,154,Akazzo,,,P0_RESOLVIDO_SEM_EVIDENCIA_ATUAL,EXCLUIR_CENARIO_BASE_MANTER_SENSIBILIDADE,REABRIR_SE_SURGIR_EVIDENCIA_ATUAL,L22-04,Akazzo sem evidência local atual verificável.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,156,Fantasia: Rilu Armarinhos e Presentes / Razão Social: Teresinha Socoloski (Cnpj 90.859.091/0001-08),90859091000108,90859091,P0_RESOLVIDO_CNPJ_HISTORICO_BAIXADO,EXCLUIR_CNPJ_HISTORICO_CONTINUIDADE_RILU_P1,P0_RESOLVIDO_LOTE19,,Rilu Tecidos 00.664.113/0001-91 permanece em P1 para equivalência operacional
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,158,Fantasia: Rei das Capas / Razão Social: Pintamos Comercio de Celulares e Acessorios Ltda (Cnpj 33.544.751/0001-28),33544751000128,33544751,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB e preservar matriz/filiais,L09-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_EXTERNO_AOS_103,160,Amei Presentes Criativos,30650368000166,30650368,HISTORICO_MARCA_BAIXADO,HISTORICO_NAO_INCLUIR_COMO_ATIVO,CNPJ_BAIXADO,L18-03,Registrar 30650368000166 como histórico e 66405682000120 como sucessor candidato; não preencher corrente canônico ainda
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,162,Fantasia: Encanto Decor / Razão Social: Nathieli Cipolat Cervo (Cnpj 51.758.623/0001-69),51758623000169,51758623,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB e presença operacional/endereço comercial,L09-04,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,163,Fantasia: Loja Maconica Luz Invisivel / Razão Social: Loja Maconica Luz Invisivel (Cnpj 08.862.640/0001-12),08862640000112,08862640,P0_RESOLVIDO_FORA_ESCOPO_VAREJISTA,EXCLUIR_DO_ESCOPO_BNE_COMERCIAL,P0_RESOLVIDO_LOTE19,L09-05,"Associação privada, CNAE associativo, sem varejo identificado"
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,164,Fantasia: Bellacasa / Razão Social: Theodoro Moraes Machado (Cnpj 23.423.360/0001-00),23423360000100,23423360,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Buscar RFB/base integral e presença operacional atual,L09-06,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,165,Fantasia: Lojas P & S / Razão Social: Lojas P & S Ltda. (Cnpj 90.072.059/0009-35),90072059000935,90072059,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial quando houver rota,L03-06,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,166,Fantasia: Magazine Luiza / Razão Social: Magazine Luiza S/a (Cnpj 47.960.950/1304-16),47960950130416,47960950,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; manter no universo documental enquanto isso,L01-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,167,Fantasia: Iluminar Materiais Eletricos e Ferragens / Razão Social: Lopes & Gruendemann Comercio de Materiais Eletricos LTDA (Cnpj 09.674.510/0001-19),09674510000119,09674510,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar situação na RFB oficial,L10-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,170,Fantasia: Lojas Colombo / Razão Social: Lojas Colombo Sa Comercio De Utilidades Domesticas (Cnpj 89.848.543/0145-50),89848543014550,89848543,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L01-04,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,171,Fantasia: Lojas Deltasul / Razão Social: Deltasul Utilidades Ltda (Cnpj 98102924013939),98102924013939,98102924,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L01-05,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,173,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0043-47),04415928004347,04415928,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; preservar relação com /0216-08 sem recalcular estrutura,L01-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,174,Fantasia: Lojas Becker / Razão Social: Lojas Becker Ltda (Cnpj 04.415.928/0216-08),04415928021608,04415928,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; não recalcular proporção multiunidade ainda,L01-08,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,175,Fantasia: Lojas Americanas / Razão Social: Lojas Americanas S.a. (Cnpj 33.014.556/1900-33),33014556190033,33014556,P0_RESOLVIDO_CNPJ_HISTORICO_BAIXADO,EXCLUIR_CNPJ_HISTORICO_SUBSTITUIDO_OPERACAO_ATUAL,P0_RESOLVIDO_LOTE19,L01-02,Operação corrente Americanas: 00.776.574/1709-06
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,176,Fantasia: Brasil Free Shop / Razão Social: Brasil Free Shop Comercio Varejista de Mercadorias Ltda (Cnpj 32.195.385/0006-90),32195385000690,32195385,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Preservar como evidência forte e confirmar cadastro RFB direto,L03-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,178,Fantasia: Comercial Loss / Razão Social: Laura Anklam de Lima (Cnpj 26.003.402/0001-33),26003402000133,26003402,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L10-02,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,179,Fantasia: Modular Moveis / Razão Social: Luiz Claudio Costa Pires (Cnpj 08.717.165/0001-90),08717165000190,08717165,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L10-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,180,Fantasia: Happy Pets / Razão Social: Isabelle Victoria Feltrin Ltda (Cnpj 41.860.517/0001-38),41860517000138,41860517,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com fonte operacional e confirmar RFB,L10-04,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,181,Fantasia: 4 Patas / Razão Social: 4 Patas Pet Ltda. (Cnpj 19.689.111/0001-85),19689111000185,19689111,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial e preservar contrato como evidência,L10-05,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,183,Fantasia: Companhia dos Bichos / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0001-47),07195827000147,07195827,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial; não recalcular estrutura,L02-09,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,185,Fantasia: Steelpet / Razão Social: Lawrence Lima Lul (Cnpj 46.746.201/0001-33),46746201000133,46746201,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L11-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,187,Fantasia: Cia dos Bichos (Aquarium) / Razão Social: Daniela Pitrovski Dornelles (Cnpj 07.195.827/0002-28) / Filial,07195827000228,07195827,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB e presença operacional atual,L02-10,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,193,Fantasia: Pet Chacha / Razão Social: Ceres Denise Neu Mendes (Cnpj 49.906.505/0001-09),49906505000109,49906505,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L11-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,194,Fantasia: Rei Pet Rações e Acessórios / Razão Social: Julia Regina Penteado Cado (Cnpj 37.709.731/0001-10),37709731000110,37709731,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L11-08,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,196,Fantasia: Animed / Razão Social: Ana Carolina V. de Jesus & Cia Ltda. (Cnpj 32.010.824/0001-39),32010824000139,32010824,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,"Confirmar RFB e, se necessário, licença atual",L12-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,199,Fantasia: Máximo Agropecuária / Razão Social: Lair da Silva (Cnpj 58.600.410/0001-53),58600410000153,58600410,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com fonte operacional e confirmar RFB,L12-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,201,Fantasia: Agropecuária Centauro / Razão Social: Valdecir L. de Assunção (Cnpj 29.263.180/0001-86),29263180000186,29263180,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L12-09,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,202,Fantasia: Joalheria e Ótica Diamante Saoborjense / Razão Social: Joalheria e Òtica Diamante Saoborjense Ltda (Cnpj 90.241.498/0001-77),90241498000177,90241498,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L13-01,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,204,Fantasia: Joalheria e Òptica Elegance / Razão Social: Edelar Kener Joalheria (Cnpj ) 31.153.867/0001-00,31153867000100,31153867,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L13-03,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,205,Fantasia: J Martins Joalheiros / Razão Social: J Martins Joalheiros Ltda (Cnpj 92.274.166/0001-14),92274166000114,92274166,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L13-04,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,206,Fantasia: Joias El Shadday / Razão Social: Luis Eduardo Dalcul Gusmão (Cnpj 27.792.396/0001-03),27792396000103,27792396,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Triangular com segunda fonte/primeira parte e confirmar RFB,L13-05,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,208,Fantasia: Lela Joias / Razão Social: Karlize Rizzatti (Cnpj 41.391.545/0001-53),41391545000153,41391545,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L13-07,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_ORIGINAL_103,209,Fantasia: Óptica Moca / Razão Social: E. Matoso Brittes & Cia Ltda (Cnpj 19.326.443/0001-03),19326443000103,19326443,ATIVO_COMPATIVEL,INCLUIR_CANDIDATO_BASE,Confirmar RFB oficial,L13-08,
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_EXTERNO_AOS_103,ADICIONAL_RAIZ_92012467,Tottal Casa & Lazer / Grazziotin S A,92012467009479,92012467,P1_RESOLVIDO_STOREFRONT_DISTINTO_RAIZ,INCLUIR_STOREFRONT_DISTINTO,CONFIRMACAO_RFB_ROTINA,L23-03,Storefront distinto da raiz Grazziotin.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_EXTERNO_AOS_103,ADICIONAL_RAIZ_92012467,Por Menos / Grazziotin S A,92012467012186,92012467,P1_RESOLVIDO_STOREFRONT_DISTINTO_RAIZ,INCLUIR_STOREFRONT_DISTINTO,CONFIRMACAO_RFB_ROTINA,L23-04,Storefront distinto; não deduplicar com /0451-90.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_EXTERNO_AOS_103,ADICIONAL_RAIZ_92012467,Tech Box / Grazziotin S A,92012467026560,92012467,P1_RESOLVIDO_STOREFRONT_DISTINTO_RAIZ,INCLUIR_STOREFRONT_DISTINTO,CONFIRMACAO_RFB_ROTINA,L23-05,Storefront distinto; preservar subcategoria óptica.
P4,CONFIRMACAO_ROTINA_HISTORICO_SENSIBILIDADE_OU_DECISAO_RESOLVIDA,CNPJ_EXTERNO_AOS_103,ADICIONAL_RAIZ_92012467,Pormenos / Grazziotin S A,92012467045190,92012467,P1_RESOLVIDO_STOREFRONT_DISTINTO_RAIZ,INCLUIR_STOREFRONT_DISTINTO,CONFIRMACAO_RFB_ROTINA,L23-06,Storefront distinto; não deduplicar com /0121-86.
