storefront_id,origem,sheet_row,operador_marca,subcategoria_inventario,cnpj_inventario,cnpj_referencia_cenario,raiz_referencia,regra_cenario,inclui_cenario_base,inclui_sensibilidade_conservadora,incremento_vs_linhas_inventario,lote_decisao,observacao
INV_191,LINHA_INVENTARIO_2026,191,Fantasia: Casa de Rações Santhiago (Santhiago Shop) / Razão Social: Marcelino Olisan Brum de Oliveira Ltda (Cnpj 63.588.928/0001-59), Pet Shop e Casa de Rações,63588928000159,63588928000159,63588928,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_192,LINHA_INVENTARIO_2026,192,Fantasia: Beleza Canina / Razão Social: Tiago Gavião Pereira (Cnpj 12.240.712/0001-67),Pet Shop,12240712000167,12240712000167,12240712,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_193,LINHA_INVENTARIO_2026,193,Fantasia: Pet Chacha / Razão Social: Ceres Denise Neu Mendes (Cnpj 49.906.505/0001-09),Pet Shop (Banho e Tosa),49906505000109,49906505000109,49906505,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_194,LINHA_INVENTARIO_2026,194,Fantasia: Rei Pet Rações e Acessórios / Razão Social: Julia Regina Penteado Cado (Cnpj 37.709.731/0001-10),Pet Shop ,37709731000110,37709731000110,37709731,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_195,LINHA_INVENTARIO_2026,195,Fantasia: João e Maria Pet e Rações / Razão Social: Mariza Matoso Pedebos LTDA (Cnpj 59.205.031/0002-02),Pet Shop ,59205031000202,59205031000202,59205031,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_196,LINHA_INVENTARIO_2026,196,Fantasia: Animed / Razão Social: Ana Carolina V. de Jesus & Cia Ltda. (Cnpj 32.010.824/0001-39),Pet Shop e Veterinária,32010824000139,32010824000139,32010824,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_197,LINHA_INVENTARIO_2026,197,Fantasia Agrolago Rações / Razão Social: Tusnel Segobia Lago (Cnpj 50.578.611/0001-90),Pet Shop ,50578611000190,50578611000190,50578611,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_198,LINHA_INVENTARIO_2026,198,Fantasia: Barraca Missões / Razão Social: Gfo Saúde e Nutrição Animal Ltda (Cnpj 92.293.703/0005-05),Agropecuária,92293703000505,92293703000505,92293703,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_199,LINHA_INVENTARIO_2026,199,Fantasia: Máximo Agropecuária / Razão Social: Lair da Silva (Cnpj 58.600.410/0001-53),Agropecuária,58600410000153,58600410000153,58600410,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_200,LINHA_INVENTARIO_2026,200,Fantasia: Agropecuaria Vieira / Razão Social: Neri T. Vieira Benites & Cia Ltda (Cnpj 11.263.905/0001-70),Agroveterinária e loja de ferragens,11263905000170,11263905000170,11263905,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_201,LINHA_INVENTARIO_2026,201,Fantasia: Agropecuária Centauro / Razão Social: Valdecir L. de Assunção (Cnpj 29.263.180/0001-86),"Agroveterinária (artigos de pesca, camping, ferragem e animais.
",29263180000186,29263180000186,29263180,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_202,LINHA_INVENTARIO_2026,202,Fantasia: Joalheria e Ótica Diamante Saoborjense / Razão Social: Joalheria e Òtica Diamante Saoborjense Ltda (Cnpj 90.241.498/0001-77),Joalheria ,90241498000177,90241498000177,90241498,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_203,LINHA_INVENTARIO_2026,203,Fantasia: Finger Joias / Razão Social: Micheli Redel Finger (Cnpj 49.552.224/0001-03),Joalheria ,49552224000103,49552224000103,49552224,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_204,LINHA_INVENTARIO_2026,204,Fantasia: Joalheria e Òptica Elegance / Razão Social: Edelar Kener Joalheria (Cnpj ) 31.153.867/0001-00,Joalheria e Ótica,31153867000100,31153867000100,31153867,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_205,LINHA_INVENTARIO_2026,205,Fantasia: J Martins Joalheiros / Razão Social: J Martins Joalheiros Ltda (Cnpj 92.274.166/0001-14),Joalheria,92274166000114,92274166000114,92274166,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_206,LINHA_INVENTARIO_2026,206,Fantasia: Joias El Shadday / Razão Social: Luis Eduardo Dalcul Gusmão (Cnpj 27.792.396/0001-03),Joalheria,27792396000103,27792396000103,27792396,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_207,LINHA_INVENTARIO_2026,207,Fantasia: Esmeralda Joias / Razão Social: Esmeralda Joias Ltda (Cnpj 26.102.738/0001-53),Joalheria,26102738000153,26102738000153,26102738,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_208,LINHA_INVENTARIO_2026,208,Fantasia: Lela Joias / Razão Social: Karlize Rizzatti (Cnpj 41.391.545/0001-53),Joalheria,41391545000153,41391545000153,41391545,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_209,LINHA_INVENTARIO_2026,209,Fantasia: Óptica Moca / Razão Social: E. Matoso Brittes & Cia Ltda (Cnpj 19.326.443/0001-03),Joalheria e Ótica,19326443000103,19326443000103,19326443,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_210,LINHA_INVENTARIO_2026,210,Fantasia: Tayne Joias / Razão Social: Tayne Ramos Rodrigues (Cnpj 42.027.991/0001-46),Joalheria e loja de roupas,42027991000146,42027991000146,42027991,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_211,LINHA_INVENTARIO_2026,211,Fantasia: Encanto Semijoias / Razão Social: Cibele Lago Robalo (Cnpj 47.696.043/0001-17),Joalheria,47696043000117,47696043000117,47696043,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_212,LINHA_INVENTARIO_2026,212,Fantasia: Joalheria Brilhante / Razão Social: Joalheria Brilhante Ltda (Cnpj 96.491.683/0001-04),Joalheria,96491683000104,96491683000104,96491683,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_213,LINHA_INVENTARIO_2026,213,Marco Relojoeiro,Relojoaria,,87236758000101,87236758,INCLUIR_OPERACAO_MARCO_RELOJOEIRO_CNPJ_CANDIDATO,1,1,0,,
INV_214,LINHA_INVENTARIO_2026,214,Fantasia: Gaffiti Papelaria e Xerox / Razão Social: Algacir Jose Bertuol (Cnpj 92.691.104/0001-08),Papelaria,92691104000108,92691104000108,92691104,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
INV_215,LINHA_INVENTARIO_2026,215,Fantasia: Mais Top Papelaria / Razão Social: Juliana Andrade Moreira,Papelaria,,24495873000180,24495873,INCLUIR_CNPJ_IDENTIFICADO_MAIS_TOP,1,1,0,,
INV_216,LINHA_INVENTARIO_2026,216,Fantasia: Consermaq / Razão Social: W. Gomes de Oliveira LTDA (Cnpj 89.271.464/0001-46),Loja de departamento e Papelaria,89271464000146,89271464000146,89271464,INCLUIR_LINHA_ORIGINAL_REVALIDADA,1,1,0,,
ADD_GRAZZIOTIN_TOTTAL,STOREFRONT_ADICIONAL_RECONCILIADO,,Tottal Casa & Lazer / Grazziotin S.A.,PENDENTE_CLASSIFICACAO_MERCADOLOGICA,,92012467009479,92012467,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L23-03,Storefront adicional da raiz Grazziotin.
ADD_GRAZZIOTIN_PORMENOS_0121,STOREFRONT_ADICIONAL_RECONCILIADO,,Por Menos / Grazziotin S.A.,Vestuário,,92012467012186,92012467,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L23-04,Storefront adicional da raiz Grazziotin.
ADD_GRAZZIOTIN_TECHBOX,STOREFRONT_ADICIONAL_RECONCILIADO,,Tech Box / Grazziotin S.A.,Óptica,,92012467026560,92012467,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L23-05,Storefront adicional da raiz Grazziotin.
ADD_GRAZZIOTIN_PORMENOS_0451,STOREFRONT_ADICIONAL_RECONCILIADO,,Pormenos / Grazziotin S.A.,Vestuário,,92012467045190,92012467,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L23-06,Storefront adicional da raiz Grazziotin.
ADD_BRASIL_FREE_SHOP_0011,STOREFRONT_ADICIONAL_RECONCILIADO,,Brasil Free Shop — filial Paraboi,Loja franca / varejo misto,,32195385001158,32195385,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L24-02,Storefront adicional oficial da raiz Brasil Free Shop.
ADD_REQUINTE_0002,STOREFRONT_ADICIONAL_RECONCILIADO,,José Altamir Silveira da Rosa Ltda — filial Presidente Vargas,Vestuário,,93202695000256,93202695,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO_MARCA_PENDENTE,1,1,1,L24-06,Storefront adicional; não chamar de segunda Requinte sem confirmar marca.
ADD_POMPEIA_0033,STOREFRONT_ADICIONAL_RECONCILIADO,,Lojas Pompéia / Lins Ferrão,Vestuário,,87345021003304,87345021,INCLUIR_STOREFRONT_ADICIONAL_COMPROVADO,1,1,1,L24-07,A linha original da raiz foi reconciliada como Gang; esta unidade adiciona Pompéia.
